id,khasi,english,part_of_speech,notes,page
7604,Sung-riew,to carry someone,Verb,,
7605,Sung-sngi,to carry during the daytime,Verb,,
7606,Sung-um,to carry water,Verb,,
7607,Suin,the sky; atmosphere,Noun,,
7608,Suit,to pour as a libation; to gild,Verb,,
7609,'suit,matter from a sore or wound; pus,Noun,,
7610,Suit,to pour water into fire in order to put it out,Verb,,
7611,'suit-nam,matter mixed with blood,Noun,,
7612,Sulet,to be useful; to be fit,Verb,,
7613,Suloi,gun,Noun,,
7614,Suloi-shamok,matchlock,Noun,,
7615,Sulom,dandruff on the face,Noun,,
7616,Sum,to bathe,Verb,,
7617,Sumar,to take care of; to be careful,Verb,,
7618,Sunod,sanad; appointment parwana,Noun,,
7619,Sup,"big basket for putting grain, etc.",Noun,,
7620,Supdok,short and stout,Adjective,,
7621,Suphu,bulky,Adjective,,
7622,Supiw,with fat and sunken eyes,Adjective,,
7623,Sur,tune; voice; sound,Noun,,
7624,Sur,to blow the nose,Verb,,
7625,Sur-ang,to cover the mouth of an overfull sack with leaves and stitch it,Verb,,
7626,Sur-dam,to stitch so as to close an opening or rent,Verb,,
7627,Sur-eitmat,to have the eye glued with eye-pus,Verb,,
7628,Sur-eitmut,to blow the nose,Verb,,
7629,Suri,wolf,Noun,,
7630,Surik,to conspire or secretly consult with,Verb,,
7631,Surok,road,Noun,,
7632,Sur-thapbawa,to be covered with spider’s web,Verb,,
7633,Sut,interest,Noun,,
7634,Sut,to pull gently; to drag,Verb,,
7635,Suwai,particles of dust or sand,Noun,,
7636,Suwan,satisfied; complete,Adjective,,
7637,Suwaga,borax,Noun,,
7638,Suwara,saltpetre,Noun,,
7639,Suware,perfunctorily,Adverb,,
7640,Swai,frail; weak; infirm,Adjective,,
7641,Swait,to fly about; hover; prowl; watch for opportunities; be on the look-out,Verb,,
7642,Swar,to cross-examine,Verb,,
7643,Sybak,with a thud (same as sbak),Adverb,,
7644,Syboh,manure; adhesive froth (same as sboh),Noun,,
7645,Sydang,to begin; to commence,Verb,,
7646,Syngkai,waist; loins,Noun,,
7647,Syngkai-bamon,"a god who causes people to die by violent death (battle, tiger, etc.)",Noun,,
7648,Syngken,maternal uncle’s wife,Noun,,
7649,Syngken-kurim,mother-in-law,Noun,,
7650,Syngket,precipice,Noun,,
7651,Syngkha,armlet,Noun,,
7653,Syngkhin,bayonet,Noun,,
7654,Syngkhlieh,pillow,Noun,,
7655,Syngkhor,to snore,Verb,,
7656,Syngngeit,to throw down to the ground with force,Verb,,
7657,Syng-iang,bright red,Adjective,,
7658,Syng-it,tight; choking,Adjective,,
7659,Syng-it-ldm,place/saddle where two hills meet,Noun,,
7660,Synglan,pointed-headed (as a pointed hill/peak),Adjective,,
7661,Sylla,to consult; conspire; plot; instigate,Verb,,
7662,Syllang,very hot or pungent (as from blisters),Adjective,,
7663,Syllai,cultivated land recently abandoned,Noun,,
7664,Sylli,small species of bamboo found on the Cherra side,Noun,,
7665,Syllih,flying squirrel,Noun,,
7666,Syllok,to insinuate; take counsel together; have fellowship,Verb,,
7667,Syllut,from one side to another; right through; clean through,Adverb,,
7668,Syntiew,flower,Noun,,
7669,Syntiew-bap,a kind of flower,Noun,,
7670,Syntiew-jingmut,thought; idea; imagination,Noun,,
7671,Syntiew-khlieh,head ornament/flower decoration,Noun,,
7672,Syntiew-khraw,a large flower,Noun,,
7673,Syntiew-pyrshah,opposite flower; counter decoration,Noun,,
7674,Syntiew-riew,wild flower,Noun,,
7675,Syntiew-sngi,sunflower,Noun,,
7676,Syntiew-tiar,a flower used as ornament,Noun,,
7677,Synton,to be united; joined together,Verb,,
7678,Syntu,to push; press,Verb,,
7679,Syntuid,to pour down; flow,Verb,,
7680,Syntyr,to tremble; shake,Verb,,
7681,Sypa,to break into pieces; split,Verb,,
7682,Syngai,to give; offer,Verb,,
7683,Syngat,to lift; raise,Verb,,
7684,Syngkha,armlet,Noun,,
7685,Syngkhlieh,pillow,Noun,,
7686,Syngkhor,to snore,Verb,,
7687,Syngngeit,to throw down violently,Verb,,
7688,Synglap,to spread; extend,Verb,,
7689,Syngkhai,to begin; start,Verb,,
7690,Syngkyn,to meet; encounter,Verb,,
7691,Syngkyr,to tremble; shake,Verb,,
7692,Syngngiew,to shine; glitter,Verb,,
7693,Syngphong,to overflow; spill over,Verb,,
7694,Syngrang,male; masculine,Adjective,,
7695,Syngrim,foundation; base,Noun,,
7696,Syngroi,to grow; increase,Verb,,
7697,Syngsah,to remain; continue,Verb,,
7698,Syngshai,to become clear; bright,Verb,,
7700,Syngthoh-dak,handwriting; written letter,Noun,,
7701,Syngthoh-lypa,written document,Noun,,
7702,Syngthoh-shithi,written letter,Noun,,
7703,Syngtuid,to flow down; descend,Verb,,
7704,Syngtyr,to tremble; quiver,Verb,,
7705,Syngwait,to fly about; hover,Verb,,
7706,Syngwiah,to become clean; clear,Verb,,
7707,Syngwiang,to shine brightly,Verb,,
7708,Syng-ïew,market; place of trade,Noun,,
7709,Syng-kynthei,marriage ceremony,Noun,,
7710,Syng-lyngkot,shortness; brevity,Noun,,
7711,Symbai,seed,Noun,,
7712,Symboh,grain; a piece of the inside of a fruit,Noun,,
7713,Bymboh-kpieng,a single bead,Noun,,
7714,Sympa,natural hive (as in crevices of rocks or hollow trees),Noun,,
7715,Sympain,to wrap; to dress; to caress,Verb,,
7716,Symparat,species of palm which generally grows on precipitous places,Noun,,
7717,Symparbret,nettle-rash,Noun,,
7718,Sympat,to whip; to thrash,Verb,,
7719,Sympei,a heap of earth in front of the hole of a mouse,Noun,,
7720,Symphiah,whisk,Noun,,
7721,Symphlein,bloodlessly (white),Adverb,,
7722,Symphlen,destitute of hair,Adjective,,
7724,Syndam,flat; low; depressed; well beaten,Adjective,,
7725,Syndem,flat-nosed,Adjective,,
7726,Syndim,crouchingly; stealthily,Adverb,,
7727,Syndong,to roll up the clothes as when wading a stream,Verb,,
7728,Syndon,finally; once for all,Adverb,,
7729,Syndot-myrsiang,having the peculiar unpleasant smell of a jackal; smelling of musk,Adjective,,
7730,Synduk,box,Noun,,
7731,Syiang,high pitched,Adjective,,
7732,Synjap,slack; not tight,Adjective,,
7733,Synjat,pledge; earnest,Noun,,
7734,Synjor,loose; not tight; lax,Adjective,,
7735,Synjuk,to be unanimous; agree; come to an understanding,Verb,,
7736,Synlar,plain; simple (food),Adjective,,
7737,Synnia,night; darkness,Noun,,
7739,Synrang,coping of a rock or cave,Noun,,
7740,Synrdi,autumn,Noun,,
7741,Synran,disciple; follower,Noun,,
7742,Synrap,to join; to coalesce,Verb,,
7743,Synrei,pestle generally made of wood,Noun,,
7744,Synreit,to sprinkle,Verb,,
7745,Synri,to be joined; united; related,Verb,,
7746,Synriang,to spread; extend; become wider,Verb,,
7747,Synrum,to gather together; assemble,Verb,,
7748,Syntiew,flower,Noun,,
7749,Syntiew-bap,a kind of flower,Noun,,
7750,Syntiew-jingmut,thought; idea; imagination,Noun,,
7751,Syntiew-khlieh,head ornament made of flowers,Noun,,
7752,Syntiew-khraw,a large flower,Noun,,
7753,Syntiew-pyrshah,opposite flower; counter decoration,Noun,,
7754,Syntiew-riew,wild flower,Noun,,
7755,Syntiew-sngi,sunflower,Noun,,
7756,Syntiew-tiar,flower used as ornament,Noun,,
7757,Synton,to be united; joined together,Verb,,
7758,Syntu,to push; press,Verb,,
7759,Syntuid,to pour down; flow,Verb,,
7760,Syntyr,to tremble; shake,Verb,,
7761,Sypa,to break into pieces; split,Verb,,
7762,Syngai,to give; offer,Verb,,
7763,Syngat,to lift; raise,Verb,,
7764,Synglap,to spread; extend,Verb,,
7765,Syngkhai,to begin; start,Verb,,
7766,Syngkyn,to meet; encounter,Verb,,
7767,Syngkyr,to tremble; shake,Verb,,
7768,Syngngiew,to shine; glitter,Verb,,
7769,Syngphong,to overflow; spill over,Verb,,
7770,Syngrang,male; masculine,Adjective,,
7771,Syngrim,foundation; base,Noun,,
7772,Syngroi,to grow; increase,Verb,,
7773,Syngsah,to remain; continue,Verb,,
7774,Syngshai,to become clear; bright,Verb,,
7776,Syngthoh-dak,handwriting; written letter,Noun,,
7777,Syngthoh-lypa,written document,Noun,,
7778,Syngthoh-shithi,written letter,Noun,,
7779,Syngtuid,to flow down; descend,Verb,,
7780,Syngtyr,to tremble; quiver,Verb,,
7781,Syngwait,to fly about; hover,Verb,,
7782,Syngwiah,to become clean; clear,Verb,,
7783,Syngwiang,to shine brightly,Verb,,
7784,Syng-ïew,market; place of trade,Noun,,
7785,Syng-kynthei,marriage ceremony,Noun,,
7786,Syng-lyngkot,shortness; brevity,Noun,,
7787,Symbai,seed,Noun,,
7788,Symboh,grain; piece of the inside of a fruit,Noun,,
7789,Sympa,natural hive (in rocks or hollow trees),Noun,,
7790,Sympain,to wrap; dress; caress,Verb,,
7791,Symparat,species of palm growing on precipitous places,Noun,,
7792,Symparbret,nettle-rash,Noun,,
7793,Sympat,to whip; thrash,Verb,,
7794,Sympei,heap of earth in front of a mouse hole,Noun,,
7795,Symphiah,whisk,Noun,,
7796,Symphlein,bloodlessly (white),Adverb,,
7797,Symphlen,destitute of hair,Adjective,,
7799,Syndam,flat; low; depressed; well beaten,Adjective,,
7800,Syndem,flat-nosed,Adjective,,
7801,Syndim,crouchingly; stealthily,Adverb,,
7802,Syndong,to roll up clothes when wading a stream,Verb,,
7803,Syndon,finally; once for all,Adverb,,
7804,Syndot-myrsiang,having the unpleasant smell of a jackal; smelling of musk,Adjective,,
7805,Synduk,box,Noun,,
7806,Syiang,high pitched,Adjective,,
7807,Synjap,slack; not tight,Adjective,,
7808,Synjat,pledge; earnest,Noun,,
7809,Synjor,loose; not tight; lax,Adjective,,
7810,Synjuk,to be unanimous; agree; come to an understanding,Verb,,
7811,Synlar,plain; simple (food),Adjective,,
7812,Synnia,night; darkness,Noun,,
7814,Synrang,coping of a rock or cave,Noun,,
7815,Synrdi,autumn,Noun,,
7816,Synran,disciple; follower,Noun,,
7817,Synrap,to join; to coalesce,Verb,,
7818,Synrei,pestle (generally made of wood),Noun,,
7819,Synreit,to sprinkle,Verb,,
7820,Synri,to be joined; united; related,Verb,,
7821,Synriang,to spread; extend; become wider,Verb,,
7822,Synrum,to gather together; assemble,Verb,,
7823,Syntiew,flower,Noun,,
7824,Syntiew-bap,a kind of flower,Noun,,
7825,Syntiew-jingmut,thought; idea; imagination,Noun,,
7826,Syntiew-khlieh,head ornament made of flowers,Noun,,
7827,Syntiew-khraw,a large flower,Noun,,
7828,Syntiew-pyrshah,opposite flower; counter decoration,Noun,,
7829,Syntiew-riew,wild flower,Noun,,
7830,Syntiew-sngi,sunflower,Noun,,
7831,Syntiew-tiar,flower used as ornament,Noun,,
7832,Synton,to be united; joined together,Verb,,
7833,Syntu,to push; press,Verb,,
7834,Syntuid,to pour down; flow,Verb,,
7835,Syntyr,to tremble; shake,Verb,,
7836,Sypa,to break into pieces; split,Verb,,
7837,Syngai,to give; offer,Verb,,
7838,Syngat,to lift; raise,Verb,,
7839,Synglap,to spread; extend,Verb,,
7840,Syngkhai,to begin; start,Verb,,
7841,Syngkyn,to meet; encounter,Verb,,
7842,Syngkyr,to tremble; shake,Verb,,
7843,Syngngiew,to shine; glitter,Verb,,
7844,Syngphong,to overflow; spill over,Verb,,
7845,Syngrang,male; masculine,Adjective,,
7846,Syngrim,foundation; base,Noun,,
7847,Syngroi,to grow; increase,Verb,,
7848,Syngsah,to remain; continue,Verb,,
7849,Syngshai,to become clear; bright,Verb,,
7851,Syngthoh-dak,handwriting; written letter,Noun,,
7852,Syngthoh-lypa,written document,Noun,,
7853,Syngthoh-shithi,written letter,Noun,,
7854,Syngtuid,to flow down; descend,Verb,,
7855,Syngtyr,to tremble; quiver,Verb,,
7856,Syngwait,to fly about; hover,Verb,,
7857,Syngwiah,to become clean; clear,Verb,,
7858,Syngwiang,to shine brightly,Verb,,
7859,Syng-ïew,market; place of trade,Noun,,
7860,Syng-kynthei,marriage ceremony,Noun,,
7861,Syng-lyngkot,shortness; brevity,Noun,,
7862,Symbai,seed,Noun,,
7863,Symboh,grain; a piece of the inside of a fruit,Noun,,
7864,Sympa,natural hive (as in crevices of rocks or hollow trees),Noun,,
7865,Sympain,to wrap; dress; caress,Verb,,
7866,Symparat,species of palm growing on precipitous places,Noun,,
7867,Symparbret,nettle-rash,Noun,,
7868,Sympat,to whip; thrash,Verb,,
7869,Sympei,heap of earth in front of the hole of a mouse,Noun,,
7870,Symphiah,whisk,Noun,,
7871,Symphlein,bloodlessly (white),Adverb,,
7872,Symphlen,destitute of hair,Adjective,,
7874,Syndam,flat; low; depressed; well beaten,Adjective,,
7875,Syndem,flat-nosed,Adjective,,
7876,Syndim,crouchingly; stealthily,Adverb,,
7877,Syndong,to roll up clothes as when wading a stream,Verb,,
7878,Syndon,finally; once for all,Adverb,,
7879,Syndot-myrsiang,having the peculiar unpleasant smell of a jackal; smelling of musk,Adjective,,
7880,Synduk,box,Noun,,
7881,Synrem,a kind of stinging nettle,Noun,,
7882,Synri,the womb,Noun,,
7883,Synriah,to sneeze,Verb,,
7884,Synrop,double; twin,Adjective,,
7885,Synrwid,to sweep or scratch past a thing,Verb,,
7886,Syntiew,flower,Noun,,
7887,Syntiew-bap,a kind of flower,Noun,,
7888,Syntiew-jingmut,thought; idea; imagination,Noun,,
7889,Syntiew-khlieh,flower ornament worn on the head,Noun,,
7890,Syntiew-khraw,a large flower,Noun,,
7891,Syntiew-pyrshah,opposite/counter flower decoration,Noun,,
7892,Syntiew-riew,wild flower,Noun,,
7893,Syntiew-sngi,sunflower,Noun,,
7894,Syntiew-tiar,ornamental flower,Noun,,
7895,Synton,to be united; joined together,Verb,,
7896,Syntu,to push; press,Verb,,
7897,Syntuid,to pour down; flow,Verb,,
7898,Syntyr,to tremble; shake,Verb,,
7899,Sypa,to break into pieces; split,Verb,,
7900,Syngai,to give; offer,Verb,,
7901,Syngat,to lift; raise,Verb,,
7902,Synglap,to spread; extend,Verb,,
7903,Syngkhai,to begin; start,Verb,,
7904,Syngkyn,to meet; encounter,Verb,,
7905,Syngkyr,to tremble; shake,Verb,,
7906,Syngngiew,to shine; glitter,Verb,,
7907,Syngphong,to overflow; spill over,Verb,,
7908,Syngrang,male; masculine,Adjective,,
7909,Syngrim,foundation; base,Noun,,
7910,Syngroi,to grow; increase,Verb,,
7911,Syngsah,to remain; continue,Verb,,
7912,Syngshai,to become clear; bright,Verb,,
7914,Syngthoh-dak,handwriting; written letter,Noun,,
7915,Syngthoh-lypa,written document,Noun,,
7916,Syngthoh-shithi,written letter,Noun,,
7917,Syngtuid,to flow down; descend,Verb,,
7918,Syngtyr,to tremble; quiver,Verb,,
7919,Syngwait,to fly about; hover,Verb,,
7920,Syngwiah,to become clean; clear,Verb,,
7921,Syngwiang,to shine brightly,Verb,,
7922,Syng-ïew,market; place of trade,Noun,,
7923,Syng-kynthei,marriage ceremony,Noun,,
7924,Syng-lyngkot,shortness; brevity,Noun,,
7925,Symbai,seed,Noun,,
7926,Symboh,grain; a piece of the inside of a fruit,Noun,,
7927,Sympa,natural hive (as in crevices of rocks or hollow trees),Noun,,
7928,Sympain,to wrap; to dress; to caress,Verb,,
7929,Symparat,species of palm which grows on precipitous places,Noun,,
7930,Symparbret,nettle-rash,Noun,,
7931,Sympat,to whip; to thrash,Verb,,
7932,Sympei,heap of earth in front of a mouse hole,Noun,,
7933,Symphiah,whisk,Noun,,
7934,Symphlein,bloodlessly; white,Adverb,,
7935,Symphlen,destitute of hair,Adjective,,
7937,Syndam,flat; low; depressed; well beaten,Adjective,,
7938,Syndem,flat-nosed,Adjective,,
7939,Syndim,crouchingly; stealthily,Adverb,,
7940,Syndong,to roll up clothes as when wading a stream,Verb,,
7941,Syndon,finally; once for all,Adverb,,
7942,Syndot-myrsiang,having the peculiar unpleasant smell of a jackal; smelling of musk,Adjective,,
7943,Synduk,box,Noun,,
7944,Syiar,to go astray; wander,Verb,,
7945,Syiar shnong,to wander from village to village,Verb,,
7946,Syiar pyrthei,to travel about the world,Verb,,
7947,Syiar shnong,traveller; wanderer,Noun,,
7948,Syiar paidbah,public wandering; roaming,Noun,,
7949,Syiar thma,soldier/scout going around in war,Noun,,
7950,Syiar jingïaid,to travel on foot,Verb,,
7926,Symboh,grain; a piece of the inside of a fruit,Noun,,
7927,Sympa,natural hive (as in crevices of rocks or hollow trees),Noun,,
7928,Sympain,to wrap; to dress; to caress,Verb,,
7929,Symparat,species of palm which grows on precipitous places,Noun,,
7930,Symparbret,nettle-rash,Noun,,
7931,Sympat,to whip; to thrash,Verb,,
7932,Sympei,heap of earth in front of a mouse hole,Noun,,
7933,Symphiah,whisk,Noun,,
7934,Symphlein,bloodlessly; white,Adverb,,
7935,Symphlen,destitute of hair,Adjective,,
7937,Syndam,flat; low; depressed; well beaten,Adjective,,
7938,Syndem,flat-nosed,Adjective,,
7939,Syndim,crouchingly; stealthily,Adverb,,
7940,Syndong,to roll up clothes as when wading a stream,Verb,,
7941,Syndon,finally; once for all,Adverb,,
7942,Syndot-myrsiang,having the peculiar unpleasant smell of a jackal; smelling of musk,Adjective,,
7943,Synduk,box,Noun,,
7944,Syiar,to go astray; wander,Verb,,
7945,Syiar shnong,to wander from village to village,Verb,,
7946,Syiar pyrthei,to travel about the world,Verb,,
7947,Syiar shnong,traveller; wanderer,Noun,,
7948,Syiar paidbah,public wandering; roaming,Noun,,
7949,Syiar thma,soldier/scout going around in war,Noun,,
7950,Syiar jingïaid,to travel on foot,Verb,,
7881,Syiang,high pitched,Adjective,,
7882,Synjap,slack; not tight,Adjective,,
7883,Synjat,pledge; earnest,Noun,,
7884,Synjor,loose; not tight; lax,Adjective,,
7885,Synjuk,to be unanimous; agree; come to an understanding,Verb,,
7886,Synlar,plain; simple (food),Adjective,,
7887,Synnia,night; darkness,Noun,,
7889,Synrang,coping of a rock or cave,Noun,,
7890,Synrdi,autumn,Noun,,
7891,Synran,disciple; follower,Noun,,
7892,Synrap,to join; to coalesce,Verb,,
7893,Synrei,pestle generally made of wood,Noun,,
7894,Synreit,to sprinkle,Verb,,
7895,Synrem,a kind of stinging nettle,Noun,,
7896,Synri,the womb,Noun,,
7897,Synriah,to sneeze,Verb,,
7898,Synrop,double; twin,Adjective,,
7899,Synrwid,to sweep or scratch past a thing,Verb,,
7900,Synrum,rubbish,Noun,,
7901,Synsar,a broom,Noun,,
7902,Synshar,to rule; to govern,Verb,,
7903,Ka Synshar,the highest goddess of the Synteng mythology,Noun,,
7904,Synshar,to ram; to drive in,Verb,,
7905,Syntai,a hunch; hump,Noun,,
7906,Syntan,a hardy or strong-minded fellow,Noun,,
7907,Syntiew,flower,Noun,,
7908,Syntiew-bap,a kind of flower,Noun,,
7909,Syntiew-jingmut,thought; idea; imagination,Noun,,
7910,Syntiew-khlieh,flower ornament worn on the head,Noun,,
7911,Syntiew-khraw,a large flower,Noun,,
7912,Syntiew-pyrshah,opposite flower; counter decoration,Noun,,
7913,Syntiew-riew,wild flower,Noun,,
7914,Syntiew-sngi,sunflower,Noun,,
7915,Syntiew-tiar,ornamental flower,Noun,,
7916,Synton,to be united; joined together,Verb,,
7917,Syntu,to push; press,Verb,,
7918,Syntuid,to pour down; flow,Verb,,
7919,Syntyr,to tremble; shake,Verb,,
7920,Sypa,to break into pieces; split,Verb,,
7921,Syngai,to give; offer,Verb,,
7922,Syngat,to lift; raise,Verb,,
7923,Syngkai,the waist; the loins,Noun,,
7924,Syngkai-bamon,"a god who causes people to die by violent death (battle, tiger, etc.)",Noun,,
7925,Syngken,maternal uncle’s wife,Noun,,
7926,Syngken-kurim,mother-in-law,Noun,,
7927,Syngket,precipice,Noun,,
7928,Syngkha,armlet,Noun,,
7930,Syngkhin,bayonet,Noun,,
7931,Syngkhlieh,pillow,Noun,,
7932,Syngkhor,to snore,Verb,,
7933,Syngngeit,to throw down to the ground with force,Verb,,
7934,Syng-iang,bright (red),Adverb,,
7935,Syng-it,tight; choking,Adjective,,
7936,Syng-it-ldm,the place or saddle where two hills meet,Noun,,
7937,Synglan,pointed-headed,Adjective,,
7938,Sylla,to consult; to conspire; to plot; to instigate,Verb,,
7939,Syllang,very hot or pungent (as from blisters),Adverb,,
7940,Syllai,cultivated land which has very recently been abandoned,Noun,,
7941,Sylli,a small species of bamboo found on the Cherra side,Noun,,
7942,Syllih,flying squirrel,Noun,,
7943,Syllok,to insinuate; to take counsel together; to have fellowship,Verb,,
7944,Syllut,from one side to another; right through; clean through,Adverb,,
7945,Symbai,seed,Noun,,
7946,Symboh,grain; piece of the inside of a fruit,Noun,,
7947,Bymboh-kpieng,a single bead,Noun,,
7948,Sympa,natural hive (as in crevices of rocks or hollow trees),Noun,,
7949,Sympain,to wrap; to dress; to caress,Verb,,
7950,Symparat,species of palm which generally grows on precipitous places,Noun,,
7951,Symparbret,nettle-rash,Noun,,
7952,Sympat,to whip; to thrash,Verb,,
7953,Sympei,a heap of earth in front of the hole of a mouse,Noun,,
7954,Symphiah,a whisk,Noun,,
7955,Symphlein,bloodlessly (white),Adverb,,
7956,Symphlen,destitute of hair,Adjective,,
7958,Syndam,flat; low; depressed; well beaten,Adjective,,
7959,Syndem,flat-nosed,Adjective,,
7960,Syndim,crouchingly; stealthily,Adverb,,
7961,Syndong,to roll up the clothes as when wading a stream,Verb,,
7962,Syndon,finally; once for all,Adverb,,
